"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,Seguimentos,Comentários,Salvamentos
18173955319338778,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",39,"08/14/2025 06:02",https://www.instagram.com/reel/DNVhzBziEQc/,"Reel do Instagram",,Total,549,348,5,1,0,4,0
17864188308443581,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",37,"08/13/2025 14:04",https://www.instagram.com/reel/DNT0COMpaNE/,"Reel do Instagram",,Total,631,387,1,2,0,1,1
18385697281127149,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",39,"08/13/2025 06:07",https://www.instagram.com/reel/DNS9kumixxt/,"Reel do Instagram",,Total,680,387,6,1,0,3,1
18094616986571443,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",53,"08/12/2025 11:13",https://www.instagram.com/reel/DNQ7u4EJPjr/,"Reel do Instagram",,Total,793,457,9,2,0,7,4
18103404670571171,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",50,"08/12/2025 07:59",https://www.instagram.com/reel/DNQljnHCAeU/,"Reel do Instagram",,Total,752,493,5,4,0,3,4
18058633148356973,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",55,"08/11/2025 14:26",https://www.instagram.com/reel/DNOs-VuJPdy/,"Reel do Instagram",,Total,1265,910,7,2,0,2,4
17893374282162918,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"08/11/2025 11:24",https://www.instagram.com/p/DNOYTeAJ0mO/,"Carrossel do Instagram",,Total,33969,4211,36,10,2,23,12
18289384573252571,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",24,"08/11/2025 06:19",https://www.instagram.com/reel/DNN1SoHCs4v/,"Reel do Instagram",,Total,939,531,9,1,1,10,1
18058584974524578,17841404658487124,oleonardorosso,"Leonardo Rosso","A maior parte do tempo foi a pelo menos 500km de distância e ainda me ensinou o que é ser presente. Obrigado pela chance que me deu de Eu ser Eu. Feliz dia dos pais pai.",0,"08/10/2025 07:40",https://www.instagram.com/p/DNLZ2bhuXZd/,"Carrossel do Instagram",,Total,31128,4349,90,2,0,4,4
18077828866937479,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",24,"08/09/2025 05:06",https://www.instagram.com/reel/DNIjY9CiHa-/,"Reel do Instagram",,Total,742,464,2,0,0,1,1
18073899814996060,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",26,"08/08/2025 14:23",https://www.instagram.com/reel/DNG-W84iuHs/,"Reel do Instagram",,Total,835,555,3,2,0,2,2
18143432716406624,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"08/08/2025 11:18",https://www.instagram.com/p/DNGpOmcpEtp/,"Carrossel do Instagram",,Total,29095,3982,39,49,8,33,131
18537331150032600,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",44,"08/07/2025 14:22",https://www.instagram.com/reel/DNEZdcMCegZ/,"Reel do Instagram",,Total,835,485,5,0,0,4,1
18145136971404092,17841404658487124,oleonardorosso,"Leonardo Rosso","consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"08/07/2025 11:41",https://www.instagram.com/p/DNEHGCvpN2a/,"Carrossel do Instagram",,Total,26579,3482,24,12,3,22,23
18019847768739551,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",53,"08/06/2025 15:40",https://www.instagram.com/reel/DNB9lLtp3OQ/,"Reel do Instagram",,Total,1415,798,20,4,0,6,3
17858962317467570,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"08/06/2025 11:40",https://www.instagram.com/p/DNBiI73JqoI/,"Carrossel do Instagram",,Total,26303,50621,50,19,6,36,51
18065444669331373,17841404658487124,oleonardorosso,"Leonardo Rosso","Sabe aquela sensação de segunda pesando enquanto vê stories de outras doutoras lotando agenda?

Não é preguiça. Não é falta de talento.

É conspiração do seu próprio cérebro contra seu sucesso.

Toda manhã ele sussurra “hoje não vai dar tempo de postar”. Te convence que scrollar perfis é “pesquisa de mercado”. E ainda te faz sentir que não é boa o suficiente.

A verdade? Seu cérebro ainda funciona como há milhões de anos.

Recompensa imediata = sobrevivência. Só que agora você não caça comida. Você caça reconhecimento profissional.

Pior: você usa o combustível errado desde a faculdade.

Existem 2 tipos de motivação. 90% das doutoras usam a errada.

Motivação extrínseca é botox barato. Likes. Elogios. Faturamento. Funciona rápido, mas o efeito passa e você precisa de mais.

Motivação intrínseca é bioestimulador. Age de dentro pra fora. É quando harmoniza porque AMA transformar autoestima.

Pense nas referências. Elas não acordam 5h pra pagar boleto. São viciadas na própria excelência.

Seu cérebro esconde 5 superpoderes:

CURIOSIDADE - Estudar nova técnica por tesão de aprender.

MAESTRIA - Melhorar sua Técnica pessoal procurando o mais próximo da perfeição.

AUTOTELICIDADE - Amar o processo, injetar igual a artista que você é. 3h parecem 30min.

PROPÓSITO - Você não injeta ácido. Ajuda pacientes reconectar quem são. É por isso que tem doutoras sozinhas já faturando 100… 300… 600k/mês.

AUTONOMIA - Diferença em escolher ser Você ou só mais uma empregada com jaleco da própria clínica.

O segredo? Loop do bem:
Paixão → Segurança → Mais dos melhores casos → Mais Segurança → Muito mais dos melhores casos

Para de tentar encontrar o que não vai em “Curtidas”. “Comparações”. “Speaker”. “Promoções”.

Se também quer ser impossível controlar seu crescimento. Não precisar desconto. Não desespera com algoritmo. Não depende de indicação ou gestor de tráfego.

É só SENTIR cada 1ml injetado.

Te fizeram acreditar que tem que sofrer para crescer

Sorte nossa que sucesso vem de paixão genuína.

É viciar no próprio potencial.

Você foi programada pra se comparar e se sabotar.

Agora sabe o código.

Só parar de se esforçar tanto pra ser quem não é.

...e só ser Você.",0,"08/04/2025 14:19",https://www.instagram.com/p/DM8quMqJjL2/,"Carrossel do Instagram",,Total,134127,12214,93,23,1,23,22
18074666857996965,17841404658487124,oleonardorosso,"Leonardo Rosso","“Vamos esperar mais 3 meses para os leads da agência esquentarem...” Ou... Vamos comentar SUPERCASO para DESCONGELAR seus leads e parar de perder 10-60 consultas todo mês.
#supercaso #harmonizaçãofacial #harmonizacaofacial #hof #neauviabr #merzaestheticsbr",0,"08/04/2025 10:50",https://www.instagram.com/p/DM8S3WBJJ5g/,"Carrossel do Instagram",,Total,540820,110195,582,40,32,27,68
18167538487360690,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"08/01/2025 11:04",https://www.instagram.com/p/DM0mD5YJTfc/,"Carrossel do Instagram",,Total,20443,2807,34,10,3,14,9
18048050069561469,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"07/28/2025 11:45",https://www.instagram.com/p/DMqXn0sJgUp/,"Carrossel do Instagram",,Total,17515,2815,59,43,1,22,93
18232079854288912,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",55,"07/26/2025 13:48",https://www.instagram.com/reel/DMlb6Wxi1xO/,"Reel do Instagram",,Total,984,607,4,2,0,2,4
18514435936011558,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",34,"07/23/2025 15:36",https://www.instagram.com/reel/DMd6AjVJ79u/,"Reel do Instagram",,Total,997,526,15,4,1,8,4
18035028929674256,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"07/23/2025 11:11",https://www.instagram.com/p/DMdbvp2JlM6/,"Carrossel do Instagram",,Total,132615,50965,200,226,68,458,387
18071404820078909,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"07/22/2025 16:00",https://www.instagram.com/p/DMbX9-lpM16/,"Carrossel do Instagram",,Total,15626,2494,40,20,2,10,35
18086807689742234,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"07/21/2025 15:52",https://www.instagram.com/p/DMYyOhbJQVL/,"Carrossel do Instagram",,Total,17910,2942,47,18,4,26,18
18173720920341731,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof",51,"07/20/2025 17:04",https://www.instagram.com/reel/DMWVnM5i2cc/,"Reel do Instagram",,Total,1234,795,17,7,4,7,2
18099621133519317,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",38,"07/19/2025 09:47",https://www.instagram.com/reel/DMS-5YYCScI/,"Reel do Instagram",,Total,855,499,7,1,0,4,0
18051309725433525,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"07/17/2025 11:09",https://www.instagram.com/p/DMN-r1upQ5L/,"Carrossel do Instagram",,Total,15168,2954,36,7,4,30,17
18072605606475002,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"07/14/2025 14:01",https://www.instagram.com/p/DMGkAsBpYiS/,"Carrossel do Instagram",,Total,13501,2563,43,12,1,9,5
17847802347486516,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",31,"07/13/2025 14:12",https://www.instagram.com/reel/DMEAZZPppFc/,"Reel do Instagram",,Total,445,251,12,4,0,1,0
18098851156583306,17841404658487124,oleonardorosso,"Leonardo Rosso","Para saber como também ter resultados como esses, comente SUPERCASO.

#supercaso #harmonizaçãofacial #harmonizacaofacial #hof #neauviabr #merzaestheticsbr",0,"07/01/2025 15:47",https://www.instagram.com/p/DLlRwEfJjvQ/,"Carrossel do Instagram",,Total,11555,3192,59,9,1,23,10
18069604088080441,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",52,"06/30/2025 14:55",https://www.instagram.com/reel/DLim_NtpYd9/,"Reel do Instagram",,Total,654,357,18,3,0,1,0
17985205415837030,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"07/10/2025 14:03",https://www.instagram.com/p/DL8RGWkpOeK/,"Carrossel do Instagram",,Total,12013,2494,25,10,3,19,15
18082563403837998,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"07/10/2025 11:08",https://www.instagram.com/p/DL79EjlpiH4/,"Carrossel do Instagram",,Total,12802,2715,45,17,0,25,19
18330462616205660,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"07/08/2025 14:06",https://www.instagram.com/p/DL3H255vo8O/,"Carrossel do Instagram",,Total,12412,2674,51,12,1,20,9
17966210813783668,17841404658487124,oleonardorosso,"Leonardo Rosso","Para saber se no seu caso também é possível ter 10-60 novas consultas pagas todo mês, é só comentar SUPERCASO.

#supercaso #harmonizaçãofacial #harmonizacaofacial #hof #neauviabr #merzaestheticsbr",0,"07/07/2025 11:00",https://www.instagram.com/p/DL0Nu9UJ3h-/,"Carrossel do Instagram",,Total,3968684,377316,5584,400,1254,241,1258
18065561429164204,17841404658487124,oleonardorosso,"Leonardo Rosso","Para saber se no seu caso também é possível ter 10-60 novas consultas pagas todo mês, é só comentar SUPERCASO.

#supercaso #harmonizaçãofacial #harmonizacaofacial #hof #neauviabr #merzaestheticsbr",0,"07/04/2025 15:01",https://www.instagram.com/p/DLs65A5yaVe/,"Carrossel do Instagram",,Total,9775,1961,20,7,2,21,9
18515829355002386,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",55,"07/03/2025 14:58",https://www.instagram.com/reel/DLqVmUBiyfb/,"Reel do Instagram",,Total,1215,791,18,4,1,2,3
17916505311103563,17841404658487124,oleonardorosso,"Leonardo Rosso","Para saber se no seu caso também é possível ter 10-60 novas consultas pagas todo mês, é só comentar SUPERCASO.

#supercaso #harmonizaçãofacial #harmonizacaofacial #hof #neauviabr #merzaestheticsbr",0,"07/03/2025 10:57",https://www.instagram.com/p/DLp6NE-JU6N/,"Carrossel do Instagram",,Total,11210,2711,55,14,0,29,18
17914396893135509,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",58,"07/02/2025 16:13",https://www.instagram.com/reel/DLn5cJCienl/,"Reel do Instagram",,Total,1490,806,58,14,0,5,3
